"RK",TIERS,"PLAYER NAME",TEAM,"POS","BYE","SOS","ECR VS ADP"
"354",14,"Olamide Zaccheaus",CHI,"WR125","5","2 out of 5 stars","-61"
"355",14,"Kalel Mullings",TEN,"RB102","10","2 out of 5 stars","-"
"356",14,"Kirk Cousins",ATL,"QB38","5","4 out of 5 stars","-90"
"357",14,"Luke Musgrave",GB,"TE47","5","2 out of 5 stars","-"
"358",14,"Washington Commanders",WAS,"DST24","12","4 out of 5 stars","-136"
"359",14,"Allen Lazard",NYJ,"WR126","9","4 out of 5 stars","-"
"360",14,"Cam Akers",FA,"RB103","-","-","-"
"361",14,"Justin Tucker",FA,"K23","-","-","-"
"362",14,"Gus Edwards",FA,"RB104","-","-","-"
"363",14,"Dillon Gabriel",CLE,"QB39","9","2 out of 5 stars","-"
"364",14,"Savion Williams",GB,"WR127","5","2 out of 5 stars","-"
"365",14,"Curtis Samuel",BUF,"WR128","7","3 out of 5 stars","-37"
"366",14,"LeQuint Allen Jr.",JAC,"RB105","8","2 out of 5 stars","-"
"367",14,"Chimere Dike",TEN,"WR129","10","4 out of 5 stars","-"
"368",14,"Jimmy Garoppolo",LAR,"QB40","8","3 out of 5 stars","-"
"369",14,"Mack Hollins",NE,"WR130","14","3 out of 5 stars","-"
"370",14,"Jameis Winston",NYG,"QB41","14","1 out of 5 stars","-"
"371",14,"Emari Demercado",ARI,"RB106","8","3 out of 5 stars","-"
"372",14,"Austin Hooper",NE,"TE48","14","3 out of 5 stars","-"
"373",14,"Zay Jones",ARI,"WR131","8","4 out of 5 stars","-"
"374",14,"Gunnar Helm",TEN,"TE49","10","3 out of 5 stars","-"
"375",14,"Cairo Santos",CHI,"K24","5","1 out of 5 stars","-"
"376",14,"Van Jefferson",TEN,"WR132","10","4 out of 5 stars","-"
"377",14,"Indianapolis Colts",IND,"DST25","11","4 out of 5 stars","-60"
"378",14,"Jahan Dotson",PHI,"WR133","9","3 out of 5 stars","-"
"379",14,"Donovan Edwards",WAS,"RB107","12","2 out of 5 stars","-"
"380",14,"Tank Dell",HOU,"WR134","6","4 out of 5 stars","-"
"381",14,"Trey Sermon",PIT,"RB108","5","4 out of 5 stars","-"
"382",14,"Foster Moreau",NO,"TE50","11","3 out of 5 stars","-"
"383",14,"Atlanta Falcons",ATL,"DST26","5","3 out of 5 stars","-"
"384",14,"Matt Prater",FA,"K25","-","-","-"
"385",14,"Chad Ryland",ARI,"K26","8","3 out of 5 stars","-"
"386",14,"Efton Chism III",NE,"WR135","14","3 out of 5 stars","-"
"387",14,"Jamari Thrash",CLE,"WR136","9","2 out of 5 stars","-"
"388",14,"Blake Grupe",NO,"K27","11","5 out of 5 stars","-"
"389",14,"Greg Dortch",ARI,"WR137","8","4 out of 5 stars","-"
"390",14,"Jonathon Brooks",CAR,"RB109","14","3 out of 5 stars","-"
"391",14,"Cade Stover",HOU,"TE51","6","3 out of 5 stars","-"
"392",15,"Cincinnati Bengals",CIN,"DST27","10","2 out of 5 stars","-86"
"393",15,"Graham Gano",NYG,"K28","14","0 out of 5 stars","-"
"394",15,"Jacob Cowing",SF,"WR138","14","4 out of 5 stars","-"
"395",15,"Kenny Pickett",LV,"QB42","8","3 out of 5 stars","-"
"396",15,"Antwane Wells Jr.",FA,"WR139","-","-","-"
"397",15,"Tommy Tremble",CAR,"TE52","14","4 out of 5 stars","-"
"398",15,"Kyle Juszczyk",SF,"RB110","14","3 out of 5 stars","-"
"399",15,"New Orleans Saints",NO,"DST28","11","4 out of 5 stars","-76"
"400",15,"Eddy Pineiro",FA,"K29","-","-","-"
"401",15,"Craig Reynolds",DET,"RB111","8","2 out of 5 stars","-"
"402",15,"Luke Schoonmaker",DAL,"TE53","10","2 out of 5 stars","-"
"403",15,"JuJu Smith-Schuster",KC,"WR140","10","3 out of 5 stars","-"
"404",15,"Tyrod Taylor",NYJ,"QB43","9","5 out of 5 stars","-"
"405",15,"Theo Wease Jr.",MIA,"WR141","12","3 out of 5 stars","-"
"406",15,"Josh Oliver",MIN,"TE54","6","3 out of 5 stars","-"
"407",15,"Nick Folk",NYJ,"K30","9","2 out of 5 stars","-"
"408",15,"Hunter Renfrow",FA,"WR142","-","-","-"
"409",15,"Clyde Edwards-Helaire",FA,"RB112","-","-","-"
"410",15,"Jeremy McNichols",WAS,"RB113","12","2 out of 5 stars","-"
"411",15,"Tyler Goodson",IND,"RB114","11","2 out of 5 stars","-"
"412",15,"Joe Milton III",DAL,"QB44","10","2 out of 5 stars","-"
"413",15,"Julius Chestnut",TEN,"RB115","10","2 out of 5 stars","-"
"414",15,"Arian Smith",NYJ,"WR143","9","4 out of 5 stars","-"
"415",15,"Mason Rudolph",PIT,"QB45","5","4 out of 5 stars","-"
"416",15,"George Holani",SEA,"RB116","8","3 out of 5 stars","-"
"417",15,"Jalin Hyatt",NYG,"WR144","14","2 out of 5 stars","-"
"418",15,"Robert Woods",PIT,"WR145","5","4 out of 5 stars","-"
"419",15,"Ja'Quinden Jackson",JAC,"RB117","8","2 out of 5 stars","-"
"420",15,"Tyquan Thornton",KC,"WR146","10","3 out of 5 stars","-"
"421",15,"Dare Ogunbowale",HOU,"RB118","6","2 out of 5 stars","-"
"422",15,"Jordan Watkins",SF,"WR147","14","4 out of 5 stars","-"
"423",15,"Devontez Walker",BAL,"WR148","7","3 out of 5 stars","-"
"424",15,"Grant Calcaterra",PHI,"TE55","9","3 out of 5 stars","-"
"425",15,"Jeremy Ruckert",NYJ,"TE56","9","3 out of 5 stars","-"
"426",15,"Skyy Moore",SF,"WR149","14","4 out of 5 stars","-"
"427",15,"Tyler Badie",DEN,"RB119","12","2 out of 5 stars","-"
"428",15,"D'Ernest Johnson",FA,"RB120","-","-","-"
"429",15,"Stone Smartt",NYJ,"TE57","9","3 out of 5 stars","-"
"430",15,"Xavier Hutchinson",HOU,"WR150","6","4 out of 5 stars","-"
"431",15,"Hassan Haskins",LAC,"RB121","12","2 out of 5 stars","-"
"432",15,"Mitchell Evans",CAR,"TE58","14","4 out of 5 stars","-"
"433",15,"Jimmy Horn Jr.",CAR,"WR151","14","4 out of 5 stars","-"
"434",15,"Jonathan Mingo",DAL,"WR152","10","2 out of 5 stars","-"
"435",15,"Las Vegas Raiders",LV,"DST29","8","4 out of 5 stars","-117"
"436",15,"Malik Willis",GB,"QB46","5","2 out of 5 stars","-"
"437",15,"Jacksonville Jaguars",JAC,"DST30","8","4 out of 5 stars","-117"
"438",15,"Darnell Washington",PIT,"TE59","5","3 out of 5 stars","-"
"439",15,"Spencer Shrader",IND,"K31","11","5 out of 5 stars","-"
"440",15,"Sterling Shepard",TB,"WR153","9","3 out of 5 stars","-"
"441",15,"Elijah Higgins",ARI,"TE60","8","5 out of 5 stars","-"
"442",15,"Casey Washington",ATL,"WR154","5","3 out of 5 stars","-"
"443",15,"Greg Dulcich",MIA,"TE61","12","3 out of 5 stars","-"
"444",15,"Kendrick Bourne",FA,"WR155","-","-","-"
"445",15,"Mitchell Tinsley",CIN,"WR156","10","3 out of 5 stars","-"
"446",15,"Javon Baker",NE,"WR157","14","3 out of 5 stars","-"
"447",15,"John Bates",WAS,"TE62","12","3 out of 5 stars","-"
"448",15,"Alec Ingold",MIA,"RB122","12","4 out of 5 stars","-"
"449",15,"Tyler Johnson",FA,"WR158","-","-","-"
"450",15,"Aidan O'Connell",LV,"QB47","8","3 out of 5 stars","-"
"451",15,"Deshaun Watson",CLE,"QB48","9","2 out of 5 stars","-"
"452",15,"Chris Tyree",NO,"RB123","11","4 out of 5 stars","-"
"453",15,"Carson Steele",KC,"RB124","10","2 out of 5 stars","-"
"454",15,"Jake Bobo",SEA,"WR159","8","3 out of 5 stars","-"
"455",15,"Kalif Raymond",DET,"WR160","8","3 out of 5 stars","-"
"456",15,"Julian Hill",MIA,"TE63","12","3 out of 5 stars","-"
"457",15,"Sione Vaki",DET,"RB125","8","2 out of 5 stars","-"
"458",15,"Pierre Strong Jr.",FA,"RB126","-","-","-"
"459",15,"Rasheen Ali",BAL,"RB127","7","4 out of 5 stars","-"
"460",15,"Dylan Laube",LV,"RB128","8","2 out of 5 stars","-"
"461",15,"Malachi Corley",CLE,"WR161","9","2 out of 5 stars","-"
"462",15,"Zach Wilson",MIA,"QB49","12","5 out of 5 stars","-"
"463",15,"KhaDarel Hodge",ATL,"WR162","5","3 out of 5 stars","-"
"464",15,"Marcus Mariota",WAS,"QB50","12","2 out of 5 stars","-"
"465",15,"Cordarrelle Patterson",FA,"RB129","-","-","-"
"466",15,"Mac Jones",SF,"QB51","14","4 out of 5 stars","-"
"467",15,"Jacoby Brissett",ARI,"QB52","8","4 out of 5 stars","-"
"468",16,"Michael Carter",ARI,"RB130","8","3 out of 5 stars","-"
"469",16,"K.J. Osborn",FA,"WR163","-","-","-"
"470",16,"Zavier Scott",MIN,"WR164","6","2 out of 5 stars","-"
"471",16,"Gardner Minshew II",KC,"QB53","10","3 out of 5 stars","-"
"472",16,"Sam Howell",PHI,"QB54","9","3 out of 5 stars","-"
"473",16,"Hunter Luepke",DAL,"RB131","10","2 out of 5 stars","-"
"474",16,"Jake Browning",CIN,"QB55","10","2 out of 5 stars","-"
"475",16,"Marcus Yarns",FA,"RB132","-","-","-"
"476",16,"Jelani Woods",NYJ,"TE64","9","3 out of 5 stars","-"
"477",16,"Jeff Wilson Jr.",MIA,"RB133","12","4 out of 5 stars","-"
"478",16,"Daniel Bellinger",NYG,"TE65","14","2 out of 5 stars","-"
"479",16,"Cooper Rush",BAL,"QB56","7","3 out of 5 stars","-"
"480",16,"Josh Williams",TB,"RB134","9","3 out of 5 stars","-"
"481",16,"Brock Wright",DET,"TE66","8","3 out of 5 stars","-"
"482",16,"Luke Lachey",FA,"TE67","-","-","-"
"483",16,"Drew Lock",SEA,"QB57","8","4 out of 5 stars","-"
"484",16,"Thomas Fidone II",NYG,"TE68","14","2 out of 5 stars","-"
"485",16,"DeeJay Dallas",FA,"RB135","-","-","-"
"486",16,"Kene Nwangwu",NYJ,"RB136","9","5 out of 5 stars","-"
"487",16,"Josh Whyle",FA,"TE69","-","-","-"
"488",16,"Lucky Jackson",MIN,"WR165","6","2 out of 5 stars","-"
"489",16,"Harrison Bryant",HOU,"TE70","6","3 out of 5 stars","-"
"490",16,"C.J. Ham",MIN,"RB137","6","3 out of 5 stars","-"
"491",16,"Luke Farrell",SF,"TE71","14","3 out of 5 stars","-"
"492",16,"Derius Davis",LAC,"WR166","12","3 out of 5 stars","-"
"493",16,"Ronnie Rivers",LAR,"RB138","8","3 out of 5 stars","-"
"494",16,"Colby Parkinson",LAR,"TE72","8","4 out of 5 stars","-"
"495",16,"Charlie Woerner",ATL,"TE73","5","3 out of 5 stars","-"
"496",16,"David Moore",CAR,"WR167","14","4 out of 5 stars","-"
"497",16,"Patrick Ricard",BAL,"RB139","7","4 out of 5 stars","-"
"498",16,"Carlos Washington Jr.",ATL,"RB140","5","4 out of 5 stars","-"
"499",16,"Charlie Kolar",BAL,"TE74","7","3 out of 5 stars","-"
